83,91,130000210,000000302,130b00210,urrdlld
84,92,000312102,032000002,b00312102,lur
85,93,000212301,220000300,00b212301,rul
86,97,022100300,020002030,b22100300,ldr
87,99,302001020,000300220,3b2001020,ldd
88,102,003000212,003002200,0b3000212,uldr
89,104,220310001,220000300,2203100b1,drul
90,105,020000312,022030000,020b00312,ulur
91,106,130002210,023200000,1300b2210,llru
92,110,102130102,022030000,10213b102,dulu
93,111,101320012,020200300,10132b012,uldl
94,112,012132100,002002003,0121321b0,dluur
95,113,000310022,000003202,b00310022,lurrd
96,114,110030221,003020200,11003b221,ururl
97,115,113200120,002023000,11320012b,ddrru
98,117,110302201,000002230,1103b2201,urrld
99,118,101202130,000223000,10120213b,rdllu
100,119,210003021,200020030,210b03021,ldruu
101,120,202100300,002032000,2b2100300,ddrur
102,121,030001220,230000002,030b01220,uudru
103,123,210000312,000220003,21b000312,uurrdl
104,124,020300210,302200000,02030b210,drdluu
105,125,001301221,000200230,0013b1221,ruudld
106,126,012032001,000202030,b12032001,dllurd
107,127,123020010,030020200,123b20010,rdluld
108,128,013000202,302020000,013b00202,dlluru
109,129,110203201,000200320,1102b3201,ldruld
110,130,100000322,002020030,100b00322,uudlur
111,131,001102320,300000220,0b1102320,ruulld
112,132,032101002,022000003,0321b1002,ddlurru
113,133,012300012,000003202,b12300012,ullddrr
114,134,012320001,000230200,01232b001,udldrul
115,135,010230021,002320000,01023b021,dlurddu
116,139,013220001,200020030,01322b001,udldruu
117,145,140021130,040000023,14b021130,rdl
118,147,403002100,000003042,4030b2100,drd
119,148,200100304,020000340,20b100304,rrl
120,149,240001300,040200300,24b001300,rdl
121,150,000410320,000004302,b00410320,urrd
122,152,134002001,000300240,1340b2001,ldld
123,153,401102103,400020003,4b1102103,lurd
124,154,024013000,400000230,024b13000,lddl
125,155,304020010,004032000,304b20010,rldr
126,157,310101420,300040200,31010142b,rull
127,158,100310240,004300002,10031b240,ruur
128,159,301002014,000030204,301b02014,lldr
129,160,213000140,002043000,213b00140,ddrru
130,161,410203101,000402030,4102b3101,ldrrd
131,162,301201004,000340020,3b1201004,luudr
132,163,011030124,300020004,011b30124,luldr
133,164,320410000,000300420,32b410000,rddld
134,165,113420100,002030040,11342b100,rdluu
135,167,200401131,030200040,20b401131,uurdl
136,169,410203110,002430000,41020311b,rdrul
137,171,100142031,000020430,1b0142031,urddld
138,173,010020430,000402300,01b020430,ulruld
139,174,013020141,003402000,b13020141,rulurd
140,175,010043200,200003004,010b43200,udluur
141,176,104001231,000340020,1b4001231,uudldr
142,180,403000012,024003000,403b00012,ullrdru
143,182,102140031,023000400,10214b031,urdldlu
144,183,340002100,300024000,3400021b0,llrddlu
145,184,200013400,030000204,20b013400,ruruldd
146,185,110024031,000420300,11b024031,urldllu
147,186,104102301,000020340,1b4102301,ruldldl
148,188,141203100,040020030,14120310b,ddrruul
149,189,031200040,000340002,b31200040,dluurrd
150,190,300220103,033020020,30022b103,druu
151,193,100230132,000323020,10b230132,ruld
152,196,131230020,030002023,131230b20,lrdr
153,197,002230131,022030030,b02230131,lulr
154,198,021203031,000203320,b21203031,udld
155,199,220013030,202003003,220b13030,udru
156,200,230013200,230200300,23b013200,drlul
157,201,030202013,233002000,0302b2013,uldru
158,202,031022031,020032030,b31022031,lurdr
159,203,302100132,300030022,30210b132,uudld
160,204,013300122,302003002,0133b0122,dluur
161,205,010232300,002230300,0102323b0,udrul
162,206,000233112,003022003,0b0233112,ulddr
163,207,012023031,200032030,012b23031,ldlur
164,209,201230013,300200203,2b1230013,urddl
165,210,103030212,023032000,103b30212,rurulu
166,211,302021103,002200033,3b2021103,lurdrd
167,212,023211030,030000223,b23211030,dldrdl
168,217,302030012,002303002,302030b12,rdldru
169,221,021330021,000203230,b21330021,lurrdld
170,222,320001302,030000322,32b001302,ddrurdl
171,223,230320110,032030002,23032b110,rdrullr
172,224,012203130,302300020,0122b3130,rdlulul
173,225,230001312,033020002,230b01312,ruudlur
174,230,231120300,220003003,2311203b0,rrddlurr
175,231,201030023,000220303,2b1030023,ddrullud
176,232,212030003,002003032,212b30003,rdldrurd
177,233,031120302,000030223,03112b302,ruldrdld
178,234,010223130,002330020,01022313b,drurdlul
179,235,032200311,003223000,b32200311,urdruldr
180,237,010330122,203020030,01033b122,rurdlulu
181,238,003120032,002130032,b03120032,urluruulu
182,239,322000031,230300200,3220b0031,urddlulu
183,240,042302100,420032000,04230210b,rdlu
184,241,201032104,200230040,2b1032104,ulld
185,242,142003102,040300022,1420b3102,lddl
186,244,403200121,423002000,4032b0121,uurr
187,245,310041022,300240002,310041b22,dlur
188,246,210030421,000043220,210b30421,urdd
189,248,213040200,003240200,2130402b0,drul
190,255,324020101,340220000,3240201b1,lddul
191,256,312000412,402320000,31200b412,druul
192,258,200432110,003024002,2b0432110,urddr
193,259,001240213,220430000,00124b213,ruulul
194,260,211430020,400223000,211430b20,lrddlu
195,261,230140002,020040023,23014b002,drruld
196,265,120103402,022043000,1201034b2,dlduru
197,266,022030141,030042020,b22030141,druldr
198,267,202104031,204003020,2b2104031,ulurdd
199,268,213400021,400023020,213400b21,rddlur
200,269,043010202,400200230,04301b202,uudlldl
201,270,214302000,204200300,2143b2000,drurlul
202,271,020020314,342002000,020b20314,uruldru
203,272,200012340,002000234,2b0012340,rurlddr
204,273,020314020,320200400,02b314020,ldrrlul
205,275,310241002,300420020,310241b02,ldrulur
206,276,043202001,023240000,043202b01,uldldru
207,277,100023214,024023000,100b23214,urdluur
208,278,224031100,240030002,224b31100,lddrdlu
209,280,410200023,402300200,4102b0023,rdrurlul
210,281,101243020,020324000,101243b20,drulldru
211,282,110340202,000324002,1103402b2,rulddurr
212,284,014302102,204230000,0143021b2,rdlululu
213,285,012402130,200420030,01240213b,rdlluldl
214,286,010124023,000040322,01b124023,lurulldl
215,287,141002320,020423000,14100232b,dlurrdlu
216,288,212040300,200324000,21204030b,rddluldu
217,289,100341502,024350000,1003415b2,luru
218,291,000253014,000253400,0b0253014,ulld
219,292,102130045,023040050,10213b045,rulu
220,294,510240031,004520030,51024b031,rddu
221,297,310021504,300240005,3100215b4,lurr
222,298,004053012,004503002,0b4053012,ldru
223,301,501024031,050032040,501b24031,ldrur
224,302,130540102,050040023,13b540102,ruldd
225,303,035020410,043005002,035b20410,urdru
226,304,203401150,043025000,20340115b,dluru
227,305,030105241,000054230,03b105241,urdld
228,306,000134502,003004052,b00134502,uldrr
229,307,503102040,500040023,5b3102040,uudld
230,310,210504300,000054230,21b504300,urrdld
231,311,150030124,000435020,15b030124,urulld
232,314,050003214,000254300,05b003214,rluuld
233,315,230105040,325000040,2301b5040,rdllur
234,316,400023510,000520403,4b0023510,urdrdl
235,319,305104200,004053002,3b5104200,rrdlurd
236,320,451200003,000450320,45120b003,rrdludl
237,321,014003502,000504032,b14003502,uuldrud
238,322,200031405,042030050,200b31405,druullr
239,323,041520031,450030020,041520b31,ldrulur
240,324,050134021,400030250,05b134021,urdluld
241,328,040201053,450300200,0402b1053,lurdluu
242,329,310050421,205340000,31005b421,rurddllu
243,332,125340010,030524000,12534001b,rdruldlu
244,333,420031051,000520340,42b031051,dldrurld
245,334,101452030,000023054,1b1452030,rudlurrd
246,336,013240105,003405002,b13240105,rdlulurd
247,493,110023023,000323020,11b023023,urlddlur
248,497,120301203,000200233,1203b1203,drdlurdl
249,498,013023120,202003003,013b23120,ldrdluur
250,499,312032100,003032002,312b32100,lddrdrur
251,500,221100033,020023030,221100b33,lurrdllr
252,501,022010033,320002030,022b10033,dlduldru
253,503,013200132,203030020,01320b132,ulddruu
254,506,303002210,000332002,3b3002210,dluurrd
255,507,300203210,000223300,30b203210,rruulld
256,508,220330101,320230000,22b330101,drrlulu
257,509,031102302,020023300,0311023b2,dldrulu
258,513,131200032,000003223,1312b0032,druldr
259,514,233012000,233200000,233012b00,drullu
260,515,003223010,033202000,003223b10,lurddu
261,519,231102300,020033020,23110230b,drullr
262,520,020303201,233002000,0203b3201,ddruur
263,521,020233001,003002230,b20233001,lurrdd
264,522,200021133,002320003,2b0021133,uldrr
265,523,102320013,003022003,1b2320013,ruldr
266,524,200032310,002032003,2b0032310,rurdr
267,525,131202003,020030023,131202b03,dlurd
268,527,002201330,002320300,0b2201330,uruld
269,528,302013200,203300200,3b2013200,ludlu
270,530,302031002,200330020,3b2031002,ddlul
271,531,032011023,232000030,032b11023,lulru
272,533,104021032,004020023,104021b32,lurdr
273,534,013400221,003020420,b13400221,urddl
274,535,103024012,043022000,103b24012,lurur
275,536,114202030,002240300,11420203b,dluul
276,537,230410012,320200400,23b410012,dluul
277,538,302240100,230042000,30224010b,udrdu
278,540,001232140,200230040,0b1232140,rulld
279,541,230411020,423200000,230411b20,lrulu
280,543,040231120,003200042,b40231120,lurdrd
281,544,004232101,002432000,b04232101,llurrd
282,546,240123001,200032400,24b123001,urdldl
283,547,232100400,224030000,23210b400,rdrulu
284,548,300012204,020000324,30b012204,uldlrd
285,549,120004312,002020304,120b04312,ulddlr
286,551,002423101,402320000,0024231b1,ullddu
287,553,200130124,020040032,20b130124,uudrrdl
288,569,102201304,030200240,1022b1304,ldrdluul
289,570,100220413,042200003,10022b413,rurdrull
290,572,245130001,523000040,24513b001,rdrdllur
291,573,052340010,000340205,05234b010,udrulldd
292,574,514030200,000200534,51403b200,dlulrddl
293,577,312054100,300254000,3120541b0,dluulddu
294,579,050130204,345000200,05013b204,urdldulu
295,580,030142501,042005030,b30142501,rulurddr
296,582,302401050,000230450,3b2401050,ldrdrld
297,583,520041300,500000423,52b041300,ldrrdll
298,584,530020104,000205034,53b020104,uuldrrd
299,586,154301200,004000325,1543b1200,dldrurd
300,589,430021501,030500240,43b021501,urulddl
301,590,510302040,500432000,51030204b,lrudldu
302,591,020451103,045020003,b20451103,lurdlur
303,592,500134120,004053002,5b0134120,rrlurd
304,594,031401520,000300425,0314b1520,lurrdl
305,595,411053002,000002435,411b53002,ddlurd
306,597,503204110,250340000,50320411b,drrlul
307,599,310004512,000524300,31b004512,druuld
308,600,532110040,050003420,53211004b,ddrdrl
309,602,054130200,005024003,b54130200,ldrru
310,609,001253410,050243000,b01253410,urddu
311,610,045100203,400035200,0451002b3,dldul
312,611,301514002,300000524,3b1514002,llrdl
